date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:11	19463/19463	---M--	200	added ('OK')	image/jpeg	etag:%22ffb87ba9fc5cf95ec27be2a7df5897b1%22	https://image.tmdb.org/t/p/w185/5laQdUygxBxzG4Rx6dHNBJTwtXN.jpg	C:/Users/Henrique/Desktop/Homem%20Aranha/image.tmdb.org/t/p/w185/5laQdUygxBxzG4Rx6dHNBJTwtXN.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:11	15270/15270	---M--	200	added ('OK')	image/jpeg	etag:%2266fcc972b030dae2353bb77dcc3465d3%22	https://image.tmdb.org/t/p/w185/9yyAOtBlWlMBOAUp2lWTRytVgOG.jpg	C:/Users/Henrique/Desktop/Homem%20Aranha/image.tmdb.org/t/p/w185/9yyAOtBlWlMBOAUp2lWTRytVgOG.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:11	16735/16735	---M--	200	added ('OK')	image/jpeg	etag:%2228123e2309d86313f966bbcf4f5c8ecd%22	https://image.tmdb.org/t/p/w185/vUf7aD18GW7CTiUM2FvF4YXC4Cq.jpg	C:/Users/Henrique/Desktop/Homem%20Aranha/image.tmdb.org/t/p/w185/vUf7aD18GW7CTiUM2FvF4YXC4Cq.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:12	6957/6957	---M--	200	added ('OK')	image/jpeg	etag:%22c499f26e69603c25d0bc309e77f4c82a%22	https://image.tmdb.org/t/p/w185/sFk3iW5ZvkAV7ZrNPYitB0sSxbw.jpg	C:/Users/Henrique/Desktop/Homem%20Aranha/image.tmdb.org/t/p/w185/sFk3iW5ZvkAV7ZrNPYitB0sSxbw.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:12	35688/35688	---M--	200	added ('OK')	image/jpeg	etag:%221773dcd2d25c8877db683cd9c6d89486%22	https://image.tmdb.org/t/p/w185/oKJh6X4kadnfPBKj9DvKwz68Cn.jpg	C:/Users/Henrique/Desktop/Homem%20Aranha/image.tmdb.org/t/p/w185/oKJh6X4kadnfPBKj9DvKwz68Cn.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:12	4786/4786	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e74908-12b2%22	https://querofilmehd.net/wp-content/themes/dooplay/assets/js/front.scripts.min.js?ver=2.5.5	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/js/front.scripts.min4468.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:12	4741/4741	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e74908-1285%22	https://querofilmehd.net/wp-content/themes/dooplay/assets/js/front.livesearch.min.js?ver=2.5.5	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/js/front.livesearch.min4468.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:12	2984/2984	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e747ef-ba8%22	https://querofilmehd.net/wp-includes/js/comment-reply.min.js?ver=5.8.2	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-includes/js/comment-reply.min080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:13	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e747ef-592%22	https://querofilmehd.net/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-includes/js/wp-embed.min080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:13	9138/9138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f138f96bdde8c4ff4dce4300db918980%22	https://cdn.onesignal.com/sdks/OneSignalSDK.js?ver=5.8.2	C:/Users/Henrique/Desktop/Homem%20Aranha/cdn.onesignal.com/sdks/OneSignalSDK080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Dec%202021%2023:37:13%20GMT	https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/GET	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/GET.42.delayed	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:14	13380/13380	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2260903769-3444%22	http://waust.at/d.js	C:/Users/Henrique/Desktop/Homem%20Aranha/waust.at/d.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:15	5067/5067	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261757a1b-13cb%22	https://joshmcrty.github.io/Flurry/jquery.flurry.min.js	C:/Users/Henrique/Desktop/Homem%20Aranha/joshmcrty.github.io/Flurry/jquery.flurry.min.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
20:37:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Dec%202021%2023:37:15%20GMT	http://querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.png	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.45.delayed	(from https://querofilmehd.net/wp-content/cache/wpfc-minified/97ryus2f/bnn70.css)
20:37:17	168195/168195	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Dec%202021%2023:37:16%20GMT	https://querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.png	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.46.delayed	(from https://querofilmehd.net/wp-content/cache/wpfc-minified/97ryus2f/bnn70.css)
20:37:18	168177/168177	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Dec%202021%2023:37:18%20GMT	https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/amung.us/dynamic.js	C:/Users/Henrique/Desktop/Homem%20Aranha/querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/amung.us/dynamic.js	(from http://waust.at/d.js)
20:37:19	17181/17181	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612951fd-431d%22	https://cdn.tynt.com/tc.js	C:/Users/Henrique/Desktop/Homem%20Aranha/cdn.tynt.com/tc.js	(from http://waust.at/d.js)
